gene_id,ensemblID,gene_name,seqname,gene_type,Caudate,DLPFC,Hippocampus
ENSG00000188010.12,ENSG00000188010,MORN2,chr2,protein_coding,1,0,0
ENSG00000115904.12,ENSG00000115904,SOS1,chr2,protein_coding,1,0,0
ENSG00000115944.14,ENSG00000115944,COX7A2L,chr2,protein_coding,1,0,0
ENSG00000057935.13,ENSG00000057935,MTA3,chr2,protein_coding,1,1,0
ENSG00000224739.2,ENSG00000224739,AC016735.1,chr2,lincRNA,1,0,0
ENSG00000152527.13,ENSG00000152527,PLEKHH2,chr2,protein_coding,1,0,0
ENSG00000138078.15,ENSG00000138078,PREPL,chr2,protein_coding,1,0,0
ENSG00000171132.13,ENSG00000171132,PRKCE,chr2,protein_coding,1,0,0
ENSG00000180398.11,ENSG00000180398,MCFD2,chr2,protein_coding,0,1,0
ENSG00000116062.14,ENSG00000116062,MSH6,chr2,protein_coding,1,0,0
ENSG00000170802.15,ENSG00000170802,FOXN2,chr2,protein_coding,1,1,0
ENSG00000170634.12,ENSG00000170634,ACYP2,chr2,protein_coding,0,1,0
ENSG00000115306.15,ENSG00000115306,SPTBN1,chr2,protein_coding,1,0,0
ENSG00000163001.11,ENSG00000163001,CFAP36,chr2,protein_coding,1,0,0
ENSG00000055813.5,ENSG00000055813,CCDC85A,chr2,protein_coding,0,1,0
ENSG00000028116.16,ENSG00000028116,VRK2,chr2,protein_coding,1,0,0
ENSG00000237522.1,ENSG00000237522,NONOP2,chr2,processed_pseudogene,1,0,0
ENSG00000170340.10,ENSG00000170340,B3GNT2,chr2,protein_coding,1,0,0
ENSG00000169764.14,ENSG00000169764,UGP2,chr2,protein_coding,1,0,0
ENSG00000119862.12,ENSG00000119862,LGALSL,chr2,protein_coding,1,0,0
ENSG00000138069.16,ENSG00000138069,RAB1A,chr2,protein_coding,1,0,0
ENSG00000115946.7,ENSG00000115946,PNO1,chr2,protein_coding,1,0,0
ENSG00000163235.15,ENSG00000163235,TGFA,chr2,protein_coding,1,0,0
ENSG00000075340.22,ENSG00000075340,ADD2,chr2,protein_coding,1,0,0
ENSG00000124374.8,ENSG00000124374,PAIP2B,chr2,protein_coding,1,0,0
ENSG00000124356.15,ENSG00000124356,STAMBP,chr2,protein_coding,1,0,0
ENSG00000187605.15,ENSG00000187605,TET3,chr2,protein_coding,1,0,0
ENSG00000114993.15,ENSG00000114993,RTKN,chr2,protein_coding,1,0,0
ENSG00000066032.18,ENSG00000066032,CTNNA2,chr2,protein_coding,1,0,0
ENSG00000115459.17,ENSG00000115459,ELMOD3,chr2,protein_coding,1,0,0
ENSG00000068615.17,ENSG00000068615,REEP1,chr2,protein_coding,1,0,0
ENSG00000153561.12,ENSG00000153561,RMND5A,chr2,protein_coding,1,0,0
ENSG00000125551.18,ENSG00000125551,PLGLB2,chr2,protein_coding,1,0,0
ENSG00000172005.10,ENSG00000172005,MAL,chr2,protein_coding,1,0,0
ENSG00000274286.1,ENSG00000274286,ADRA2B,chr2,protein_coding,1,0,0
ENSG00000249715.9,ENSG00000249715,FER1L5,chr2,protein_coding,1,0,0
ENSG00000168763.15,ENSG00000168763,CNNM3,chr2,protein_coding,1,0,0
ENSG00000168758.10,ENSG00000168758,SEMA4C,chr2,protein_coding,1,0,0
ENSG00000196872.11,ENSG00000196872,KIAA1211L,chr2,protein_coding,1,0,0
ENSG00000144218.18,ENSG00000144218,AFF3,chr2,protein_coding,1,0,0
ENSG00000115526.10,ENSG00000115526,CHST10,chr2,protein_coding,1,0,0
ENSG00000115539.13,ENSG00000115539,PDCL3,chr2,protein_coding,1,0,1
ENSG00000272902.2,ENSG00000272902,RP11-299H21.1,chr2,lincRNA,1,0,0
ENSG00000071054.16,ENSG00000071054,MAP4K4,chr2,protein_coding,1,0,0
ENSG00000115602.16,ENSG00000115602,IL1RL1,chr2,protein_coding,0,1,0
ENSG00000115616.2,ENSG00000115616,SLC9A2,chr2,protein_coding,1,0,0
ENSG00000135953.10,ENSG00000135953,MFSD9,chr2,protein_coding,1,0,0
ENSG00000235597.1,ENSG00000235597,LINC01102,chr2,lincRNA,1,0,0
ENSG00000269707.1,ENSG00000269707,RP11-13J10.1,chr2,sense_overlapping,1,0,0
ENSG00000198914.3,ENSG00000198914,POU3F3,chr2,protein_coding,1,0,0
ENSG00000115641.18,ENSG00000115641,FHL2,chr2,protein_coding,1,0,0
ENSG00000186522.14,ENSG00000186522,SEPT10,chr2,protein_coding,1,0,0
ENSG00000144061.12,ENSG00000144061,NPHP1,chr2,protein_coding,0,1,0
ENSG00000144136.10,ENSG00000144136,SLC20A1,chr2,protein_coding,1,0,0
ENSG00000136682.14,ENSG00000136682,CBWD2,chr2,protein_coding,1,0,0
ENSG00000225398.3,ENSG00000225398,PGM5P4,chr2,unprocessed_pseudogene,1,0,0
ENSG00000238207.1,ENSG00000238207,AC009312.1,chr2,antisense,1,0,0
ENSG00000115109.13,ENSG00000115109,EPB41L5,chr2,protein_coding,0,1,0
ENSG00000074054.17,ENSG00000074054,CLASP1,chr2,protein_coding,1,0,0
ENSG00000236859.6,ENSG00000236859,NIFK-AS1,chr2,antisense,1,0,0
ENSG00000228400.1,ENSG00000228400,AC079154.1,chr2,antisense,1,0,0
ENSG00000155052.14,ENSG00000155052,CNTNAP5,chr2,protein_coding,1,0,0
ENSG00000136732.14,ENSG00000136732,GYPC,chr2,protein_coding,1,0,0
ENSG00000136699.19,ENSG00000136699,SMPD4,chr2,protein_coding,1,0,0
ENSG00000136710.9,ENSG00000136710,CCDC115,chr2,protein_coding,1,0,0
ENSG00000178171.10,ENSG00000178171,AMER3,chr2,protein_coding,1,0,0
ENSG00000176771.15,ENSG00000176771,NCKAP5,chr2,protein_coding,1,0,0
ENSG00000048991.16,ENSG00000048991,R3HDM1,chr2,protein_coding,1,0,0
ENSG00000169554.17,ENSG00000169554,ZEB2,chr2,protein_coding,1,0,0
ENSG00000157827.19,ENSG00000157827,FMNL2,chr2,protein_coding,1,0,0
ENSG00000153234.13,ENSG00000153234,NR4A2,chr2,protein_coding,0,1,0
ENSG00000115159.15,ENSG00000115159,GPD2,chr2,protein_coding,1,0,0
ENSG00000136541.14,ENSG00000136541,ERMN,chr2,protein_coding,1,0,0
ENSG00000123612.15,ENSG00000123612,ACVR1C,chr2,protein_coding,1,0,0
ENSG00000234584.1,ENSG00000234584,AC019186.1,chr2,lincRNA,1,0,0
ENSG00000115170.13,ENSG00000115170,ACVR1,chr2,protein_coding,1,0,0
ENSG00000123636.17,ENSG00000123636,BAZ2B,chr2,protein_coding,1,0,0
ENSG00000241399.6,ENSG00000241399,CD302,chr2,protein_coding,1,0,0
ENSG00000153250.18,ENSG00000153250,RBMS1,chr2,protein_coding,1,0,0
ENSG00000136560.13,ENSG00000136560,TANK,chr2,protein_coding,1,0,0
ENSG00000136535.14,ENSG00000136535,TBR1,chr2,protein_coding,0,1,0
ENSG00000226121.2,ENSG00000226121,AC009487.6,chr2,processed_pseudogene,1,0,0
ENSG00000197635.9,ENSG00000197635,DPP4,chr2,protein_coding,0,1,0
ENSG00000184611.11,ENSG00000184611,KCNH7,chr2,protein_coding,1,0,0
ENSG00000115290.9,ENSG00000115290,GRB14,chr2,protein_coding,1,0,0
ENSG00000198648.10,ENSG00000198648,STK39,chr2,protein_coding,1,0,0
ENSG00000172292.14,ENSG00000172292,CERS6,chr2,protein_coding,1,0,0
ENSG00000138385.15,ENSG00000138385,SSB,chr2,protein_coding,1,0,0
ENSG00000138382.14,ENSG00000138382,METTL5,chr2,protein_coding,1,0,0
ENSG00000123600.18,ENSG00000123600,METTL8,chr2,protein_coding,1,0,0
ENSG00000077380.15,ENSG00000077380,DYNC1I2,chr2,protein_coding,1,0,0
ENSG00000115840.13,ENSG00000115840,SLC25A12,chr2,protein_coding,1,0,0
ENSG00000230104.1,ENSG00000230104,AC018712.2,chr2,processed_pseudogene,1,0,0
ENSG00000228016.1,ENSG00000228016,RAPGEF4-AS1,chr2,antisense,1,0,0
ENSG00000138430.15,ENSG00000138430,OLA1,chr2,protein_coding,1,0,0
ENSG00000163328.13,ENSG00000163328,GPR155,chr2,protein_coding,1,0,0
ENSG00000272551.1,ENSG00000272551,RP11-324L17.1,chr2,lincRNA,1,0,0
ENSG00000128655.16,ENSG00000128655,PDE11A,chr2,protein_coding,1,0,0
ENSG00000115252.18,ENSG00000115252,PDE1A,chr2,protein_coding,1,0,0
ENSG00000061676.14,ENSG00000061676,NCKAP1,chr2,protein_coding,1,0,0
ENSG00000170396.7,ENSG00000170396,ZNF804A,chr2,protein_coding,1,0,0
ENSG00000138448.11,ENSG00000138448,ITGAV,chr2,protein_coding,1,0,0
ENSG00000163012.3,ENSG00000163012,ZSWIM2,chr2,protein_coding,1,0,0
ENSG00000144366.15,ENSG00000144366,GULP1,chr2,protein_coding,1,0,0
ENSG00000204262.11,ENSG00000204262,COL5A2,chr2,protein_coding,1,0,0
ENSG00000151690.14,ENSG00000151690,MFSD6,chr2,protein_coding,0,1,0
ENSG00000115419.12,ENSG00000115419,GLS,chr2,protein_coding,0,1,0
ENSG00000144339.11,ENSG00000144339,TMEFF2,chr2,protein_coding,1,0,0
ENSG00000162944.10,ENSG00000162944,RFTN2,chr2,protein_coding,1,0,0
ENSG00000115896.15,ENSG00000115896,PLCL1,chr2,protein_coding,1,0,0
ENSG00000119042.16,ENSG00000119042,SATB2,chr2,protein_coding,1,0,0
ENSG00000238217.5,ENSG00000238217,AC093590.1,chr2,lincRNA,1,0,0
ENSG00000155744.9,ENSG00000155744,FAM126B,chr2,protein_coding,1,0,0
ENSG00000204217.12,ENSG00000204217,BMPR2,chr2,protein_coding,1,0,0
ENSG00000138442.9,ENSG00000138442,WDR12,chr2,protein_coding,1,0,0
ENSG00000173166.17,ENSG00000173166,RAPH1,chr2,protein_coding,1,0,0
ENSG00000227946.1,ENSG00000227946,AC007383.3,chr2,lincRNA,1,0,0
ENSG00000114948.12,ENSG00000114948,ADAM23,chr2,protein_coding,1,0,0
ENSG00000144407.9,ENSG00000144407,PTH2R,chr2,protein_coding,1,0,0
ENSG00000115361.7,ENSG00000115361,ACADL,chr2,protein_coding,0,1,0
ENSG00000115365.11,ENSG00000115365,LANCL1,chr2,protein_coding,0,1,0
ENSG00000229267.2,ENSG00000229267,AC072062.1,chr2,antisense,1,0,0
ENSG00000115414.18,ENSG00000115414,FN1,chr2,protein_coding,1,0,0
ENSG00000118242.15,ENSG00000118242,MREG,chr2,protein_coding,1,1,0
ENSG00000163449.10,ENSG00000163449,TMEM169,chr2,protein_coding,0,1,0
ENSG00000138375.12,ENSG00000138375,SMARCAL1,chr2,protein_coding,1,0,0
ENSG00000231672.6,ENSG00000231672,DIRC3,chr2,protein_coding,1,0,0
ENSG00000144579.7,ENSG00000144579,CTDSP1,chr2,protein_coding,1,0,0
ENSG00000115556.13,ENSG00000115556,PLCD4,chr2,protein_coding,1,0,0
ENSG00000135929.8,ENSG00000135929,CYP27A1,chr2,protein_coding,1,0,0
ENSG00000135925.8,ENSG00000135925,WNT10A,chr2,protein_coding,1,0,0
ENSG00000115649.15,ENSG00000115649,CNPPD1,chr2,protein_coding,1,0,0
ENSG00000158552.12,ENSG00000158552,ZFAND2B,chr2,protein_coding,1,0,0
ENSG00000236451.2,ENSG00000236451,AC067956.1,chr2,lincRNA,1,0,0
ENSG00000224819.1,ENSG00000224819,AC093843.1,chr2,lincRNA,1,0,0
ENSG00000163082.9,ENSG00000163082,SGPP2,chr2,protein_coding,1,0,0
ENSG00000123983.13,ENSG00000123983,ACSL3,chr2,protein_coding,1,0,0
ENSG00000135905.18,ENSG00000135905,DOCK10,chr2,protein_coding,1,0,0
ENSG00000169047.5,ENSG00000169047,IRS1,chr2,protein_coding,1,0,0
ENSG00000153820.12,ENSG00000153820,SPHKAP,chr2,protein_coding,1,0,0
ENSG00000187957.7,ENSG00000187957,DNER,chr2,protein_coding,1,0,0
ENSG00000135931.17,ENSG00000135931,ARMC9,chr2,protein_coding,1,0,0
ENSG00000187514.15,ENSG00000187514,PTMA,chr2,protein_coding,1,0,0
ENSG00000171551.11,ENSG00000171551,ECEL1,chr2,protein_coding,1,0,0
ENSG00000066248.14,ENSG00000066248,NGEF,chr2,protein_coding,1,0,0
ENSG00000168918.13,ENSG00000168918,INPP5D,chr2,protein_coding,0,1,0
ENSG00000085978.21,ENSG00000085978,ATG16L1,chr2,protein_coding,1,0,0
ENSG00000252010.1,ENSG00000252010,SCARNA5,chr2,scaRNA,0,1,0
ENSG00000259793.1,ENSG00000259793,RP11-400N9.1,chr2,antisense,1,0,0
ENSG00000077044.10,ENSG00000077044,DGKD,chr2,protein_coding,1,0,0
ENSG00000157985.18,ENSG00000157985,AGAP1,chr2,protein_coding,1,0,0
ENSG00000198612.10,ENSG00000198612,COPS8,chr2,protein_coding,1,0,0
ENSG00000132323.8,ENSG00000132323,ILKAP,chr2,protein_coding,1,0,0
ENSG00000274346.1,ENSG00000274346,RP11-40B20.1,chr2,unprocessed_pseudogene,1,0,0
ENSG00000130294.14,ENSG00000130294,KIF1A,chr2,protein_coding,1,0,0
ENSG00000188389.10,ENSG00000188389,PDCD1,chr2,protein_coding,1,0,0
ENSG00000188011.5,ENSG00000188011,RTP5,chr2,protein_coding,1,0,0
ENSG00000144619.14,ENSG00000144619,CNTN4,chr3,protein_coding,1,0,0
ENSG00000175928.5,ENSG00000175928,LRRN1,chr3,protein_coding,1,0,0
ENSG00000196277.15,ENSG00000196277,GRM7,chr3,protein_coding,0,1,0
ENSG00000180914.10,ENSG00000180914,OXTR,chr3,protein_coding,1,0,0
ENSG00000156959.8,ENSG00000156959,LHFPL4,chr3,protein_coding,1,0,0
ENSG00000144550.12,ENSG00000144550,CPNE9,chr3,protein_coding,0,1,0
ENSG00000156983.15,ENSG00000156983,BRPF1,chr3,protein_coding,1,0,0
ENSG00000114026.21,ENSG00000114026,OGG1,chr3,protein_coding,1,0,0
ENSG00000134086.7,ENSG00000134086,VHL,chr3,protein_coding,1,0,0
ENSG00000157103.10,ENSG00000157103,SLC6A1,chr3,protein_coding,1,0,0
ENSG00000196639.6,ENSG00000196639,HRH1,chr3,protein_coding,1,0,0
ENSG00000132170.19,ENSG00000132170,PPARG,chr3,protein_coding,1,0,0
ENSG00000132182.11,ENSG00000132182,NUP210,chr3,protein_coding,1,0,0
ENSG00000163517.14,ENSG00000163517,HDAC11,chr3,protein_coding,1,0,0
ENSG00000154767.14,ENSG00000154767,XPC,chr3,protein_coding,1,0,0
ENSG00000225733.5,ENSG00000225733,FGD5-AS1,chr3,antisense,1,0,0
ENSG00000151090.17,ENSG00000151090,THRB,chr3,protein_coding,1,0,0
ENSG00000224822.1,ENSG00000224822,THRB-IT1,chr3,sense_intronic,1,0,0
ENSG00000144645.13,ENSG00000144645,OSBPL10,chr3,protein_coding,1,0,0
ENSG00000197385.5,ENSG00000197385,ZNF860,chr3,protein_coding,1,0,0
ENSG00000170275.14,ENSG00000170275,CRTAP,chr3,protein_coding,1,0,0
ENSG00000173705.8,ENSG00000173705,SUSD5,chr3,protein_coding,1,0,0
ENSG00000163673.7,ENSG00000163673,DCLK3,chr3,protein_coding,1,0,0
ENSG00000235257.8,ENSG00000235257,ITGA9-AS1,chr3,processed_transcript,1,0,0
ENSG00000183873.15,ENSG00000183873,SCN5A,chr3,protein_coding,0,1,0
ENSG00000168329.13,ENSG00000168329,CX3CR1,chr3,protein_coding,0,1,0
ENSG00000168314.17,ENSG00000168314,MOBP,chr3,protein_coding,1,0,0
ENSG00000170011.13,ENSG00000170011,MYRIP,chr3,protein_coding,1,0,0
ENSG00000168032.8,ENSG00000168032,ENTPD3,chr3,protein_coding,1,0,0
ENSG00000114812.12,ENSG00000114812,VIPR1,chr3,protein_coding,1,0,0
ENSG00000010282.14,ENSG00000010282,HHATL,chr3,protein_coding,1,0,0
ENSG00000181061.13,ENSG00000181061,HIGD1A,chr3,protein_coding,1,0,0
ENSG00000144649.8,ENSG00000144649,FAM198A,chr3,protein_coding,1,0,0
ENSG00000272121.1,ENSG00000272121,RP4-555D20.4,chr3,lincRNA,1,0,0
ENSG00000163814.7,ENSG00000163814,CDCP1,chr3,protein_coding,1,0,0
ENSG00000076201.14,ENSG00000076201,PTPN23,chr3,protein_coding,1,0,0
ENSG00000173473.10,ENSG00000173473,SMARCC1,chr3,protein_coding,1,0,0
ENSG00000047849.21,ENSG00000047849,MAP4,chr3,protein_coding,1,0,0
ENSG00000164048.13,ENSG00000164048,ZNF589,chr3,protein_coding,1,0,0
ENSG00000164050.12,ENSG00000164050,PLXNB1,chr3,protein_coding,1,0,0
ENSG00000178149.16,ENSG00000178149,DALRD3,chr3,protein_coding,1,0,0
ENSG00000198218.10,ENSG00000198218,QRICH1,chr3,protein_coding,1,0,0
ENSG00000177352.9,ENSG00000177352,CCDC71,chr3,protein_coding,1,0,0
ENSG00000185909.14,ENSG00000185909,KLHDC8B,chr3,protein_coding,0,1,0
ENSG00000164061.4,ENSG00000164061,BSN,chr3,protein_coding,1,0,0
ENSG00000114353.16,ENSG00000114353,GNAI2,chr3,protein_coding,1,0,0
ENSG00000012171.18,ENSG00000012171,SEMA3B,chr3,protein_coding,1,0,0
ENSG00000243477.5,ENSG00000243477,NAT6,chr3,protein_coding,1,0,0
ENSG00000114395.10,ENSG00000114395,CYB561D2,chr3,protein_coding,1,0,0
ENSG00000164081.12,ENSG00000164081,TEX264,chr3,protein_coding,1,0,0
ENSG00000280422.1,ENSG00000280422,RP11-155D18.13,chr3,TEC,1,0,0
ENSG00000180929.5,ENSG00000180929,GPR62,chr3,protein_coding,1,0,0
ENSG00000090097.20,ENSG00000090097,PCBP4,chr3,protein_coding,1,0,0
ENSG00000247596.8,ENSG00000247596,TWF2,chr3,protein_coding,1,0,0
ENSG00000164088.17,ENSG00000164088,PPM1M,chr3,protein_coding,1,0,0
ENSG00000010318.20,ENSG00000010318,PHF7,chr3,protein_coding,1,0,0
ENSG00000010319.6,ENSG00000010319,SEMA3G,chr3,protein_coding,1,0,0
ENSG00000163686.14,ENSG00000163686,ABHD6,chr3,protein_coding,1,0,0
ENSG00000168297.15,ENSG00000168297,PXK,chr3,protein_coding,1,0,0
ENSG00000242428.5,ENSG00000242428,C3orf67-AS1,chr3,antisense,1,0,0
ENSG00000144724.19,ENSG00000144724,PTPRG,chr3,protein_coding,1,0,0
ENSG00000163630.10,ENSG00000163630,SYNPR,chr3,protein_coding,1,0,0
ENSG00000241684.5,ENSG00000241684,ADAMTS9-AS2,chr3,antisense,0,1,0
ENSG00000144744.16,ENSG00000144744,UBA3,chr3,protein_coding,0,1,0
ENSG00000163380.15,ENSG00000163380,LMOD3,chr3,protein_coding,1,0,0
ENSG00000242120.3,ENSG00000242120,RP11-231I13.2,chr3,protein_coding,1,0,0
ENSG00000114861.18,ENSG00000114861,FOXP1,chr3,protein_coding,1,0,0
ENSG00000172986.12,ENSG00000172986,GXYLT2,chr3,protein_coding,0,1,0
ENSG00000113805.8,ENSG00000113805,CNTN3,chr3,protein_coding,1,0,0
ENSG00000206538.8,ENSG00000206538,VGLL3,chr3,protein_coding,1,0,0
ENSG00000184500.14,ENSG00000184500,PROS1,chr3,protein_coding,1,0,0
ENSG00000080200.9,ENSG00000080200,CRYBG3,chr3,protein_coding,1,0,0
ENSG00000080822.16,ENSG00000080822,CLDND1,chr3,protein_coding,1,0,0
ENSG00000080819.6,ENSG00000080819,CPOX,chr3,protein_coding,1,0,0
ENSG00000154174.7,ENSG00000154174,TOMM70,chr3,protein_coding,1,0,0
ENSG00000206535.7,ENSG00000206535,LNP1,chr3,protein_coding,1,0,0
ENSG00000181458.10,ENSG00000181458,TMEM45A,chr3,protein_coding,1,0,0
ENSG00000174173.6,ENSG00000174173,TRMT10C,chr3,protein_coding,1,0,0
ENSG00000182504.10,ENSG00000182504,CEP97,chr3,protein_coding,0,1,0
ENSG00000144815.15,ENSG00000144815,NXPE3,chr3,protein_coding,1,0,0
ENSG00000273125.1,ENSG00000273125,RP11-115H18.1,chr3,lincRNA,1,0,0
ENSG00000177494.5,ENSG00000177494,ZBED2,chr3,protein_coding,1,0,0
ENSG00000176040.13,ENSG00000176040,TMPRSS7,chr3,protein_coding,1,0,0
ENSG00000114529.12,ENSG00000114529,C3orf52,chr3,protein_coding,1,0,0
ENSG00000261488.1,ENSG00000261488,RP11-757F18.5,chr3,antisense,1,0,0
ENSG00000144848.10,ENSG00000144848,ATG3,chr3,protein_coding,1,0,0
ENSG00000138459.8,ENSG00000138459,SLC35A5,chr3,protein_coding,1,0,0
ENSG00000121579.12,ENSG00000121579,NAA50,chr3,protein_coding,1,0,0
ENSG00000114573.9,ENSG00000114573,ATP6V1A,chr3,protein_coding,1,0,0
ENSG00000240912.1,ENSG00000240912,RP11-274J15.2,chr3,processed_pseudogene,1,0,0
ENSG00000151577.12,ENSG00000151577,DRD3,chr3,protein_coding,1,0,0
ENSG00000163389.10,ENSG00000163389,POGLUT1,chr3,protein_coding,0,1,0
ENSG00000145087.12,ENSG00000145087,STXBP5L,chr3,protein_coding,1,0,0
ENSG00000082684.14,ENSG00000082684,SEMA5B,chr3,protein_coding,1,0,0
ENSG00000173175.14,ENSG00000173175,ADCY5,chr3,protein_coding,1,0,0
ENSG00000221955.10,ENSG00000221955,SLC12A8,chr3,protein_coding,1,0,0
ENSG00000241278.1,ENSG00000241278,ENPP7P4,chr3,unprocessed_pseudogene,1,0,0
ENSG00000114544.16,ENSG00000114544,SLC41A3,chr3,protein_coding,1,0,0
ENSG00000144908.13,ENSG00000144908,ALDH1L1,chr3,protein_coding,0,0,1
ENSG00000246022.2,ENSG00000246022,ALDH1L1-AS2,chr3,antisense,1,0,0
ENSG00000114626.17,ENSG00000114626,ABTB1,chr3,protein_coding,1,0,0
ENSG00000172780.16,ENSG00000172780,RAB43,chr3,protein_coding,1,0,0
ENSG00000172771.11,ENSG00000172771,EFCAB12,chr3,protein_coding,0,1,0
ENSG00000163913.11,ENSG00000163913,IFT122,chr3,protein_coding,1,0,0
ENSG00000198585.11,ENSG00000198585,NUDT16,chr3,protein_coding,1,0,0
ENSG00000081307.12,ENSG00000081307,UBA5,chr3,protein_coding,1,0,0
ENSG00000091513.14,ENSG00000091513,TF,chr3,protein_coding,1,0,0
ENSG00000154917.10,ENSG00000154917,RAB6B,chr3,protein_coding,1,0,0
ENSG00000174640.12,ENSG00000174640,SLCO2A1,chr3,protein_coding,1,0,0
ENSG00000260633.1,ENSG00000260633,RP11-375I20.6,chr3,lincRNA,1,0,0
ENSG00000114054.13,ENSG00000114054,PCCB,chr3,protein_coding,1,0,0
ENSG00000168917.8,ENSG00000168917,SLC35G2,chr3,protein_coding,1,0,0
ENSG00000158186.12,ENSG00000158186,MRAS,chr3,protein_coding,1,0,0
ENSG00000155903.11,ENSG00000155903,RASA2,chr3,protein_coding,1,0,0
ENSG00000242104.4,ENSG00000242104,RP11-340E6.1,chr3,transcribed_unitary_pseudogene,1,0,0
ENSG00000188582.8,ENSG00000188582,PAQR9,chr3,protein_coding,1,0,0
ENSG00000175040.5,ENSG00000175040,CHST2,chr3,protein_coding,1,0,0
ENSG00000114698.14,ENSG00000114698,PLSCR4,chr3,protein_coding,1,0,0
ENSG00000240521.1,ENSG00000240521,RP11-680B3.2,chr3,antisense,1,0,0
ENSG00000018408.14,ENSG00000018408,WWTR1,chr3,protein_coding,1,0,0
ENSG00000082996.19,ENSG00000082996,RNF13,chr3,protein_coding,1,0,0
ENSG00000169860.6,ENSG00000169860,P2RY1,chr3,protein_coding,1,0,0
ENSG00000181467.4,ENSG00000181467,RAP2B,chr3,protein_coding,1,0,0
ENSG00000114805.16,ENSG00000114805,PLCH1,chr3,protein_coding,1,0,0
ENSG00000214216.10,ENSG00000214216,IQCJ,chr3,protein_coding,1,0,0
ENSG00000283154.1,ENSG00000283154,IQCJ-SCHIP1,chr3,protein_coding,1,0,0
ENSG00000283245.1,ENSG00000283245,SCHIP1,chr3,protein_coding,1,0,0
ENSG00000263634.1,ENSG00000263634,MIR3919,chr3,miRNA,1,0,0
ENSG00000151967.18,ENSG00000151967,SCHIP1,chr3,protein_coding,1,0,0
ENSG00000186432.8,ENSG00000186432,KPNA4,chr3,protein_coding,1,0,0
ENSG00000196542.8,ENSG00000196542,SPTSSB,chr3,protein_coding,1,0,0
ENSG00000173890.16,ENSG00000173890,GPR160,chr3,protein_coding,1,0,0
ENSG00000136603.13,ENSG00000136603,SKIL,chr3,protein_coding,1,0,0
ENSG00000013297.10,ENSG00000013297,CLDN11,chr3,protein_coding,1,0,0
ENSG00000163577.7,ENSG00000163577,EIF5A2,chr3,protein_coding,1,0,0
ENSG00000075651.15,ENSG00000075651,PLD1,chr3,protein_coding,1,0,0
ENSG00000075420.12,ENSG00000075420,FNDC3B,chr3,protein_coding,1,0,0
ENSG00000177565.16,ENSG00000177565,TBL1XR1,chr3,protein_coding,1,0,0
ENSG00000172667.10,ENSG00000172667,ZMAT3,chr3,protein_coding,1,0,0
ENSG00000136521.12,ENSG00000136521,NDUFB5,chr3,protein_coding,1,0,0
ENSG00000114757.18,ENSG00000114757,PEX5L,chr3,protein_coding,1,0,0
ENSG00000205981.6,ENSG00000205981,DNAJC19,chr3,protein_coding,1,0,0
ENSG00000242808.7,ENSG00000242808,SOX2-OT,chr3,sense_overlapping,1,0,0
ENSG00000180834.7,ENSG00000180834,MAP6D1,chr3,protein_coding,1,0,0
ENSG00000145198.14,ENSG00000145198,VWA5B2,chr3,protein_coding,0,0,1
ENSG00000163888.3,ENSG00000163888,CAMK2N2,chr3,protein_coding,1,0,0
ENSG00000114859.15,ENSG00000114859,CLCN2,chr3,protein_coding,1,0,0
ENSG00000090539.15,ENSG00000090539,CHRD,chr3,protein_coding,1,0,0
ENSG00000113790.10,ENSG00000113790,EHHADH,chr3,protein_coding,1,0,0
ENSG00000073803.13,ENSG00000073803,MAP3K13,chr3,protein_coding,1,0,0
ENSG00000244405.7,ENSG00000244405,ETV5,chr3,protein_coding,1,0,0
ENSG00000277118.1,ENSG00000277118,Metazoa_SRP,chr3,misc_RNA,0,1,0
ENSG00000073849.14,ENSG00000073849,ST6GAL1,chr3,protein_coding,0,1,0
ENSG00000163923.9,ENSG00000163923,RPL39L,chr3,protein_coding,1,0,0
ENSG00000283175.1,ENSG00000283175,RP11-208N14.5,chr3,antisense,1,0,0
ENSG00000145012.12,ENSG00000145012,LPP,chr3,protein_coding,1,0,0
ENSG00000205835.8,ENSG00000205835,GMNC,chr3,protein_coding,1,0,0
ENSG00000152492.13,ENSG00000152492,CCDC50,chr3,protein_coding,0,1,0
ENSG00000180611.6,ENSG00000180611,MB21D2,chr3,protein_coding,1,0,0
ENSG00000133657.14,ENSG00000133657,ATP13A3,chr3,protein_coding,1,0,0
ENSG00000145014.17,ENSG00000145014,TMEM44,chr3,protein_coding,1,0,0
ENSG00000229334.1,ENSG00000229334,AC046143.3,chr3,antisense,1,0,0
ENSG00000184203.7,ENSG00000184203,PPP1R2,chr3,protein_coding,1,0,0
ENSG00000189058.8,ENSG00000189058,APOD,chr3,protein_coding,1,0,0
ENSG00000174007.7,ENSG00000174007,CEP19,chr3,protein_coding,1,0,0
ENSG00000075711.20,ENSG00000075711,DLG1,chr3,protein_coding,1,0,0
ENSG00000227189.2,ENSG00000227189,AC092535.3,chr4,antisense,1,0,0
ENSG00000159674.11,ENSG00000159674,SPON2,chr4,protein_coding,1,0,0
ENSG00000273179.1,ENSG00000273179,RP11-20I20.4,chr4,antisense,1,0,0
ENSG00000163945.15,ENSG00000163945,UVSSA,chr4,protein_coding,1,0,0
ENSG00000185818.7,ENSG00000185818,NAT8L,chr4,protein_coding,1,0,0
ENSG00000109736.14,ENSG00000109736,MFSD10,chr4,protein_coding,1,0,0
